X,Y
3.7908273980141707,7.490738405463928
53.16916457462118,39.98295546838593
40.574886578357244,2.093409887923749
1.6672258240128182,4.2653214811451265
93.75693140198597,61.235843416259755
27.97659651033698,27.134525555612345
89.11938774455754,47.076572534396384
44.303651798983815,6.340777655403867
97.43872405757384,10.260556878725339
20.10046742374666,63.317781823753556
88.49719977205844,26.193256133837924
82.99225758335606,19.829097965378487
29.495669371772316,53.87971314485672
7.4308490347868394,17.82747948778398
1.848786146269165,58.88700866536285
44.90077718976406,32.07376931423098
51.490314078267055,57.68973100211184
15.890156261330024,14.936702562425051
88.10205696851258,5.311049016705434
47.61623012643317,49.21042225941383
50.92136036191482,17.624796290705678
62.18907634963657,53.57612974997032
20.280417883178742,51.05847792505856
22.08097359560572,91.50984754925116
90.41648704070124,76.62990214142796
31.055025027712723,86.42470527685296
15.115036886766932,49.45258846312487
36.717207735573,95.10622644056302
8.737061441802167,94.82834805991854
61.00546025645432,11.53144036303092
40.56398236272788,17.106133637703294
66.02970688563768,1.705558542440989
77.42605019569676,4.561185009434949
89.79050473657621,65.5978467250413
46.40086793571515,22.180209636715503
16.17374532608853,52.597584246459284
37.66879005579662,30.69082188733604
35.79771664753399,13.880945136410432
39.968564741027855,0.7219347178330285
35.7749737715298,63.101209403601565
59.85623004718493,48.68038161729482
81.95155432610314,38.00612303502332
57.65324397149808,57.114297275746885
75.31497468421041,81.84518882313459
40.63030084726708,18.581888001729908
50.85604193331545,65.41670032917163
66.83515146146131,61.80033504366855
25.191481974624985,79.06993962119614
2.5071839525721846,34.878759035824395
12.829189951221885,6.501305703924652
23.474333195523407,29.87250303967039
81.10455879370402,75.47686497668116
41.4446589175781,66.70211588062017
24.38481012884597,25.279630713537873
91.52485780469397,21.923751868308965
29.332792596347584,90.08404242459515
41.104677064671506,46.74544110764086
96.94770634493902,34.56560774144357
57.88479812290351,11.616862077480805
92.21470217345178,92.21667366521443
0.22760190208726194,61.34611510999433
77.55827536711949,1.512495737280807
8.85188119304301,60.398282191902865
36.94728520954388,59.31028118261677
23.431766490670167,74.15022496099294
37.27739533078575,94.13166173341008
17.07875787493596,11.490343415273543
15.397531627817289,84.89972331026449
84.79519624462782,84.95628291436846
54.066679364997405,62.936632375223645
74.76146649942659,44.9023142264929
51.82008244316474,23.418765401430473
75.58991397254738,75.09888943624372
60.2635407074985,76.69266583685173
22.86455653112823,81.18632416356239
48.616642181385835,35.10665511130067
72.4650785008896,94.40268003870996
69.91891350740968,33.4642760905103
80.06587334437164,57.132525453509736
47.897933156862315,5.087422362389165
38.27837315609919,74.26747273169389
73.32243334829454,23.4681072196025
97.38482574818383,56.6180015763644
32.870836339334666,8.40381943231057
44.736703313065895,90.69326746198314
73.52935506207544,18.04149498723158
98.0716116399554,58.85725685064113
0.28192768893127707,39.913870312448665
66.04147445939984,1.868743334964202
85.85231286319532,24.431062734537516
91.63217674473401,59.510695444360586
45.82857921143376,75.09691564958243
82.06426017636231,85.02935511244327
90.78889814155036,1.4322803166303695
11.912604684471809,59.351792491216464
38.03255380325321,85.46209458018583
83.58466657540144,84.12203268679713
67.04571930253368,95.73358876674685
20.14268663430636,75.67406239777223
43.45591365407135,68.22671649111585
27.078184282841562,44.60766721001158
62.22653091784784,87.49213428980023
63.96902775227923,68.38075411547882
64.70230967216978,37.49386173797625
73.01906157127625,75.39714444441191
14.613632712460156,2.865708485497086
85.52112628921289,23.17392458858968
21.98423025382948,2.0480355930121235
7.085171772620649,49.49116113133246
93.99555243142854,50.671614699769286
11.001712650318426,38.008963314387266
72.4269366281224,46.75792129158336
66.62753921217036,8.850356444906565
27.617615417518575,59.90581213457331
90.08850196482926,82.18313227700176
39.85547919479035,28.70291794701215
12.13918100033701,46.73307907103013
54.754965912534296,95.7471387567637
94.38716655224448,41.15991651212005
95.13621208725375,11.394463819864214
48.7484822787235,60.91544903986767
70.54512711836662,53.630504304239885
36.36718248791888,93.0772546760887
72.69791204915165,43.72768814143807
59.3475051148193,52.636375113461874
48.68551679165445,12.723888677152514
45.76198673270553,31.553224751914556
73.0252036602572,93.77854364620913
61.975125906295396,32.339167334653126
70.37982579420778,86.63884816068004
86.95637554520732,81.05270742674671
35.39165129173629,55.56965857582492
88.00924530821085,35.206758654841025
92.61358735228417,96.35596502869558
66.24950578367313,13.871306830391163
29.4728518685194,5.328425689539559
85.63567454199767,47.10519702532947
26.61231472412389,78.49387324755135
5.353733332408151,29.913803075665697
32.4650836615828,41.08518515425687
23.049865634424123,16.4701190957765
41.06015361726715,69.36813551654106
98.65474276739185,31.737859256947388
55.418361944663516,3.9807383100949467
61.877736076116996,61.10083713650406
27.49703743362964,26.316009252268966
12.297481352957325,59.123456668550475
56.665858991939494,85.8887382293719
44.70451150525143,70.70137877773752
25.35589897469594,30.351058460621406
51.91209022436918,30.34773755412229
53.72762797068188,59.75805366733114
27.05816196621795,59.44668254121104
94.94222211813745,60.74165256327664
12.49825273655268,12.222538560490236
7.447156549305167,72.68861340683087
4.7924712346069755,80.23068941584512
52.634634927910426,57.374651693303036
46.88359137089008,69.76932956682141
60.16609310869971,75.19771430887664
80.56756849512576,69.04363119760177
28.727253049674278,81.92177281378424
3.790697173885558,62.999717049501236
10.56947734003613,18.408794458480102
27.65881653544755,11.13866676022556
76.05848736314837,50.33277795919801
33.26926966612286,76.71285611909748
90.50093616605461,78.46789506765344
96.46121751946664,95.265209201015
58.419137209748854,24.053931183044874
69.55773482871153,48.60322501171726
94.30523058508582,62.589679296821046
8.45088989821534,30.7712903608366
42.98709027795495,0.3900953814561653
19.19801293819506,17.764399762154415
13.71230104303737,50.544896723719305
86.13810254560619,40.08933905814036
64.91583565834826,42.786209084698356
79.24634939832436,13.925012730803774
18.54126238038672,6.070393141723757
27.811459197532525,53.88221058519013
71.84054600884572,37.02774004877252
85.74997633771943,24.01689722127
35.409823007716554,25.690743975303842
9.246347805437331,73.90570105269357
12.138734406774175,14.80096057158382
17.825668253869203,11.149441682530554
37.451194433997536,62.72640264035293
21.08982061581125,72.81240292019923
13.260586806864701,71.48766561377634
76.64470636009804,96.66045936040261
20.41110269357073,48.34261664028869
1.806798243411956,95.11722975923668
20.484285537466768,87.01071009230293
30.198657061703628,31.3708558098005
91.85818622010953,15.708659034904226
36.912147909393816,6.506142734050573
31.819774014262624,4.551581667424344
37.52731568884544,60.879822897194686
48.37210508953047,20.598335234248438
55.358554012218256,67.00989704404326
3.2905867201018397,22.63924237219289
87.66148273579782,22.02820715313809
48.911020208976055,48.99343391316104
91.00891708651749,87.70541065638054
1.2367116556450144,68.46773316752791
7.475839766689484,92.80984081918453
80.59579696993502,42.3974250900134
79.36552516108455,76.62828473927422
62.63239250492397,0.25229716427178595
93.46472750585785,5.532244311848556
69.27791280257132,65.16451331448435
62.16180952326521,16.614205749596472
45.80517454996503,73.07257930617843
29.331369868825888,53.55985087815862
51.34634544271446,51.91799757897582
72.32312963613401,7.9135604065282585
5.4817254877861945,28.20540628485858
0.6809492823251111,2.3378942383697074
21.80338376171239,29.838461652983575
62.39487677508281,54.6399430486518
54.534417176011246,4.9898113351566735
1.0624147849843883,45.605825570296744
38.547134886969765,3.292015994195511
91.04071879834362,60.68006918574526
92.27579966837116,14.468114976807481
53.024482638990655,66.42738320598431
50.69444851323419,11.732480754264222
26.121475385298112,85.79010961850713
63.03524163025959,65.56018544865303
87.97105502838762,70.26730144792215
4.518949054254053,88.9527023953281
96.571732749589,67.81919293699848
37.347604486155745,50.91843346326059
26.57538768757289,2.576567283895136
1.7785034423489017,46.35638963109411
30.49223902519406,80.02504419841452
83.79285418959137,34.4104585114042
26.264154639631563,71.81650115817621
71.53201601360081,3.8557590525635685
70.80922604172979,10.611837835786746
91.50761389685873,3.4613132510795754
20.896644414074544,78.54809062323257
70.40277878437564,25.610590352479683
77.34584383289378,19.47702474402514
85.11370101716106,49.79297313848832
28.024291517239952,74.84219335815445
5.303686395070525,19.63100404045754
28.829580094015583,96.21439046725165
15.91842235263828,94.1687600307428
39.05295883503304,27.49866357428242
4.8912944900081765,4.658864253395173
88.6220095611675,27.79394105592136
60.87577079679645,41.477312094690596
10.955564477677923,23.735644911450134
22.144288868010214,84.26843897819948
64.21225022993642,43.87552180664565
25.60703649943998,29.50560885638535
19.855588072906297,52.95860364063298
73.46493978539354,72.354034716343
64.17503894215695,45.758656929932116
25.812639277716983,4.500334550499126
38.83944999500985,46.33071689373459
0.9762577928451829,40.29918638240345
97.6707269834765,85.29973185691796
28.15288437828791,38.84513229640312
60.18140839451184,4.745920126503554
25.013557767570447,18.924542949492213
90.97632956425196,74.74688893780514
22.440993685963605,1.95850837047893
38.47206569050058,72.20723245818913
7.358416745810681,43.399525944521564
42.63349051031933,92.03446802725063
27.12708380976776,14.325095729984323
80.50879628470972,23.797354630683078
63.177883747368675,61.44749459421674
67.32349453047497,16.10546249866333
92.30369898098202,7.523030058438383
87.49252359883468,73.82941736060457
58.08372871341587,75.05392466591759
54.937930749538346,76.06689336751319
66.8706925727424,60.453576620546436
12.916450806936172,85.52275583595068
15.084344440183195,15.354596853589607
31.22994324870158,63.56717698395331
6.9686918095115615,27.106857440976988
84.17133656573611,9.329021006642979
96.80285603437495,56.840941850617305
8.563032694795451,91.27336463552484
36.22876461523961,79.62176802101578
82.43486871901494,12.800083046951013
24.307816463968386,0.053161841553996836
17.40589299498884,51.9428963109647
80.32101020917563,62.42520144733419
61.399462596538655,77.13593920202509
74.95059479383903,50.04003603652627
15.4732110113493,13.165485224878166
90.38693214745861,60.898075253533925
56.46242538290372,1.883101768412243
30.422429731274107,5.905359399235217
87.30471293947947,46.52205326500723
24.38520854411823,91.01165813843042
54.532265234141285,15.399220716001876
80.76470440606737,22.534534935286494
1.156356531929331,38.36190365240807
49.46844211376791,88.53067277968645
17.648907240860215,85.51139288997156
48.767831132479714,55.708273741111
40.7762111725061,34.60626001322677
59.748087268113004,72.48965240001569
35.20136174406536,29.670411097812938
84.3892579929972,94.84527441572605
90.36611071696788,15.333042393408462
24.940476190970976,8.516452907436383
59.323274282839265,78.1772361160451
15.776585357731092,24.28488037941241
21.88818643970038,83.65478754331116
34.97996053638662,13.232225005952149
93.23674503266939,66.11201469843202
15.55202861990999,77.11888804248417
55.44222836967611,94.64079295380436
97.74028504345878,23.22081994233405
